dataset_id,cell_line,condition_id,fold_id,source_condition_id,target_1,target_2,perturbation_type,hvg_n,n_seeds,n_eval_cells,string_go_pearson_r,gears_pearson_r,scgpt_pearson_r,geneformer_pearson_r,gears_minus_string_go,scgpt_minus_string_go,geneformer_minus_string_go,gears_output_vs_training_mean_r,gears_output_variance,gears_output_norm,gears_gene_order_ok,gears_nondegenerate_output_ok
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0006,fold_06,replogle_rpe1_COX4I1,COX4I1,,single,500,3,80,0.37253,0.383809,0.397808,0.372789,0.01128,0.025278,0.000259,0.131179875,0.84473,1.251728,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0007,fold_07,replogle_rpe1_ACTB,ACTB,,single,500,3,80,0.36584,0.382287,0.398225,0.372128,0.016447,0.032385,0.006288,0.134411181,0.826365,1.252916,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0008,fold_08,replogle_rpe1_TUBB,TUBB,,single,500,3,80,0.416254,0.423643,0.436326,0.410092,0.007389,0.020072,-0.006163,0.131912341,0.836455,1.270825,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0009,fold_09,replogle_rpe1_GAPDH,GAPDH,,single,500,3,80,0.334196,0.340471,0.355659,0.335431,0.006275,0.021463,0.001235,0.118869087,0.836718,1.252388,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0010,fold_10,replogle_rpe1_RPS2,RPS2,,single,500,3,80,0.316857,0.342937,0.354074,0.326649,0.02608,0.037217,0.009791,0.125169645,0.83958,1.24441,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0011,fold_11,replogle_rpe1_RPS3,RPS3,,single,500,3,80,0.400865,0.401711,0.41616,0.389041,0.000845,0.015294,-0.011824,0.134820024,0.849046,1.254069,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0012,fold_12,replogle_rpe1_RPS5,RPS5,,single,500,3,80,0.391542,0.391149,0.404261,0.381794,-0.000393,0.012719,-0.009748,0.125985926,0.845316,1.253893,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0013,fold_13,replogle_rpe1_RPS18,RPS18,,single,500,3,80,0.315301,0.311016,0.325477,0.289787,-0.004285,0.010176,-0.025513,0.130680096,0.843475,1.232489,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0014,fold_14,replogle_rpe1_RPL3,RPL3,,single,500,3,80,0.370143,0.363844,0.375203,0.350777,-0.006299,0.005059,-0.019366,0.127954194,0.845635,1.238259,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0015,fold_15,replogle_rpe1_RPL5,RPL5,,single,500,3,80,0.293736,0.29148,0.301132,0.280709,-0.002256,0.007395,-0.013027,0.119351111,0.836377,1.247915,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0016,fold_16,replogle_rpe1_RPL7,RPL7,,single,500,3,80,0.289071,0.326798,0.339417,0.31016,0.037727,0.050346,0.021089,0.133419697,0.84832,1.249453,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0017,fold_17,replogle_rpe1_RPL18,RPL18,,single,500,3,80,0.310355,0.332386,0.347547,0.323349,0.022031,0.037192,0.012994,0.129576776,0.838617,1.258109,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0018,fold_18,replogle_rpe1_POLR2B,POLR2B,,single,500,3,80,0.345522,0.363999,0.370517,0.345884,0.018477,0.024995,0.000362,0.129019002,0.841568,1.25116,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0019,fold_19,replogle_rpe1_POLR2C,POLR2C,,single,500,3,80,0.360403,0.363071,0.37315,0.347327,0.002668,0.012747,-0.013076,0.128514510,0.831652,1.244165,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0020,fold_20,replogle_rpe1_POLR2D,POLR2D,,single,500,3,80,0.281337,0.281147,0.292473,0.263164,-0.00019,0.011136,-0.018173,0.110324318,0.843898,1.249125,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0021,fold_21,replogle_rpe1_PSMA1,PSMA1,,single,500,3,80,0.345183,0.353526,0.364503,0.341386,0.008343,0.01932,-0.003798,0.131368675,0.838972,1.253041,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0022,fold_22,replogle_rpe1_PSMA2,PSMA2,,single,500,3,80,0.335497,0.345507,0.367247,0.338476,0.010009,0.03175,0.002978,0.117516457,0.836545,1.255802,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0023,fold_23,replogle_rpe1_PSMA3,PSMA3,,single,500,3,80,0.36017,0.348285,0.362386,0.344774,-0.011885,0.002216,-0.015396,0.116206054,0.838235,1.259168,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0024,fold_24,replogle_rpe1_PSMB2,PSMB2,,single,500,3,80,0.315779,0.337777,0.345724,0.317679,0.021998,0.029945,0.0019,0.118240548,0.851074,1.241914,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0025,fold_25,replogle_rpe1_PSMB3,PSMB3,,single,500,3,80,0.36528,0.357477,0.364903,0.344487,-0.007803,-0.000377,-0.020793,0.118792602,0.84978,1.257311,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0026,fold_26,replogle_rpe1_NDUFA1,NDUFA1,,single,500,3,80,0.361913,0.38331,0.396401,0.376116,0.021397,0.034488,0.014203,0.124361504,0.843234,1.253452,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0027,fold_27,replogle_rpe1_NDUFA2,NDUFA2,,single,500,3,80,0.362106,0.370179,0.375015,0.350826,0.008073,0.012909,-0.01128,0.121818175,0.835193,1.233585,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0028,fold_28,replogle_rpe1_NDUFB1,NDUFB1,,single,500,3,80,0.309683,0.365172,0.374519,0.349695,0.055489,0.064836,0.040012,0.120574513,0.833522,1.237364,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0029,fold_29,replogle_rpe1_SDHA,SDHA,,single,500,3,80,0.352107,0.348326,0.363997,0.347676,-0.003782,0.01189,-0.004432,0.129644487,0.842858,1.237685,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0030,fold_30,replogle_rpe1_SDHB,SDHB,,single,500,3,80,0.338174,0.35243,0.371501,0.340193,0.014256,0.033328,0.002019,0.125948369,0.848744,1.25254,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0031,fold_31,replogle_rpe1_UQCRB,UQCRB,,single,500,3,80,0.338814,0.357221,0.369969,0.34091,0.018407,0.031155,0.002096,0.131442839,0.846046,1.251763,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0032,fold_32,replogle_rpe1_UQCRC1,UQCRC1,,single,500,3,80,0.354317,0.356278,0.36587,0.341157,0.001961,0.011553,-0.01316,0.127042488,0.839519,1.253174,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0033,fold_33,replogle_rpe1_COX5A,COX5A,,single,500,3,80,0.408052,0.409367,0.420057,0.40505,0.001315,0.012005,-0.003003,0.137434629,0.851323,1.246374,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0034,fold_34,replogle_rpe1_COX5B,COX5B,,single,500,3,80,0.411166,0.413438,0.424794,0.401978,0.002272,0.013628,-0.009188,0.132509220,0.847059,1.25051,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0035,fold_35,replogle_rpe1_ATP5F1A,ATP5F1A,,single,500,3,80,0.364464,0.37332,0.384521,0.359131,0.008856,0.020057,-0.005333,0.127527155,0.840855,1.25148,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0036,fold_36,replogle_rpe1_ATP5F1B,ATP5F1B,,single,500,3,80,0.355357,0.3531,0.361873,0.340691,-0.002257,0.006516,-0.014666,0.125114834,0.840577,1.247928,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0037,fold_37,replogle_rpe1_SF3B1,SF3B1,,single,500,3,80,0.286169,0.287201,0.291382,0.271565,0.001032,0.005213,-0.014604,0.125901993,0.834608,1.241056,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0038,fold_38,replogle_rpe1_SRSF1,SRSF1,,single,500,3,80,0.289083,0.309191,0.3214,0.29905,0.020108,0.032317,0.009967,0.126183580,0.842404,1.252408,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0039,fold_39,replogle_rpe1_HNRNPA1,HNRNPA1,,single,500,3,80,0.343795,0.365962,0.374351,0.359949,0.022166,0.030555,0.016154,0.120630706,0.834513,1.244048,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0040,fold_40,replogle_rpe1_EEF1A1,EEF1A1,,single,500,3,80,0.398508,0.396058,0.412954,0.39016,-0.002451,0.014445,-0.008348,0.135542637,0.849521,1.250867,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0041,fold_41,replogle_rpe1_EEF2,EEF2,,single,500,3,80,0.359541,0.374075,0.390154,0.365403,0.014534,0.030614,0.005863,0.131367886,0.838966,1.261308,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0042,fold_42,replogle_rpe1_EIF4A1,EIF4A1,,single,500,3,80,0.370958,0.372724,0.390358,0.362022,0.001766,0.0194,-0.008936,0.121291690,0.847968,1.251492,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0043,fold_43,replogle_rpe1_CCT2,CCT2,,single,500,3,80,0.385732,0.369402,0.383531,0.360298,-0.01633,-0.002201,-0.025434,0.129914502,0.832498,1.260538,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0044,fold_44,replogle_rpe1_HSPD1,HSPD1,,single,500,3,80,0.279389,0.281152,0.287785,0.259586,0.001763,0.008396,-0.019803,0.118839676,0.848458,1.239727,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0045,fold_45,replogle_rpe1_HSPE1,HSPE1,,single,500,3,80,0.309406,0.29127,0.301347,0.274358,-0.018136,-0.00806,-0.035049,0.122049897,0.833984,1.256716,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0046,fold_46,replogle_rpe1_KANSL1,KANSL1,,single,500,3,80,0.349168,0.355573,0.365676,0.338765,0.006406,0.016508,-0.010402,0.129169306,0.841996,1.245141,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0047,fold_47,replogle_rpe1_KAT8,KAT8,,single,500,3,80,0.30704,0.324608,0.335818,0.310082,0.017567,0.028778,0.003042,0.120438263,0.8415,1.251372,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0048,fold_48,replogle_rpe1_WDR5,WDR5,,single,500,3,80,0.287978,0.323157,0.331053,0.306206,0.035179,0.043075,0.018228,0.122165066,0.844801,1.253354,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0049,fold_49,replogle_rpe1_TBP,TBP,,single,500,3,80,0.354226,0.359309,0.374181,0.349225,0.005083,0.019955,-0.005001,0.120671783,0.846793,1.245847,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0050,fold_50,replogle_rpe1_TAF1,TAF1,,single,500,3,80,0.338815,0.338315,0.347433,0.326508,-0.0005,0.008618,-0.012307,0.132958260,0.838889,1.254604,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0001,fold_01,replogle_rpe1_RPS6,RPS6,,single,1000,3,80,0.261328,0.376762,0.345143,0.359887,0.115434,0.083815,0.098559,0.119958631,0.841183,1.25033,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0002,fold_02,replogle_rpe1_RPL11,RPL11,,single,1000,3,80,0.34298,0.344598,0.321235,0.333421,0.001618,-0.021745,-0.009559,0.126070591,0.844265,1.2478,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0003,fold_03,replogle_rpe1_POLR2A,POLR2A,,single,1000,3,80,0.364906,0.406822,0.38243,0.388717,0.041917,0.017524,0.023811,0.139130101,0.851524,1.248506,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0004,fold_04,replogle_rpe1_PSMB1,PSMB1,,single,1000,3,80,0.388898,0.394415,0.363705,0.383429,0.005517,-0.025193,-0.00547,0.129605474,0.846615,1.253828,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0005,fold_05,replogle_rpe1_NDUFS1,NDUFS1,,single,1000,3,80,0.334208,0.308146,0.278216,0.292445,-0.026061,-0.055992,-0.041762,0.115934840,0.840003,1.242095,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0006,fold_06,replogle_rpe1_COX4I1,COX4I1,,single,1000,3,80,0.367725,0.384344,0.355985,0.366781,0.016619,-0.01174,-0.000945,0.135017319,0.854626,1.257262,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0007,fold_07,replogle_rpe1_ACTB,ACTB,,single,1000,3,80,0.368677,0.381622,0.354446,0.372791,0.012945,-0.014231,0.004114,0.125595650,0.852919,1.253921,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0008,fold_08,replogle_rpe1_TUBB,TUBB,,single,1000,3,80,0.403608,0.42022,0.394844,0.410579,0.016612,-0.008764,0.006971,0.128822604,0.851771,1.261209,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0009,fold_09,replogle_rpe1_GAPDH,GAPDH,,single,1000,3,80,0.314224,0.338457,0.315092,0.326967,0.024233,0.000868,0.012742,0.120537635,0.847332,1.241284,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0010,fold_10,replogle_rpe1_RPS2,RPS2,,single,1000,3,80,0.341573,0.338434,0.318715,0.330842,-0.003139,-0.022858,-0.01073,0.133742598,0.835734,1.245271,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0011,fold_11,replogle_rpe1_RPS3,RPS3,,single,1000,3,80,0.358012,0.401188,0.376762,0.389081,0.043176,0.01875,0.031069,0.135489213,0.850345,1.250451,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0012,fold_12,replogle_rpe1_RPS5,RPS5,,single,1000,3,80,0.386676,0.391152,0.369257,0.369471,0.004476,-0.017419,-0.017205,0.127719883,0.846687,1.253376,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0013,fold_13,replogle_rpe1_RPS18,RPS18,,single,1000,3,80,0.329954,0.307156,0.28369,0.29603,-0.022798,-0.046264,-0.033924,0.120159525,0.848633,1.252294,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0014,fold_14,replogle_rpe1_RPL3,RPL3,,single,1000,3,80,0.314846,0.362243,0.336321,0.353636,0.047397,0.021475,0.03879,0.124525299,0.831029,1.254821,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0015,fold_15,replogle_rpe1_RPL5,RPL5,,single,1000,3,80,0.22168,0.288114,0.260248,0.286266,0.066433,0.038568,0.064585,0.115918683,0.84486,1.235847,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0016,fold_16,replogle_rpe1_RPL7,RPL7,,single,1000,3,80,0.31295,0.325972,0.297997,0.310109,0.013021,-0.014953,-0.002841,0.118516975,0.84154,1.261251,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0017,fold_17,replogle_rpe1_RPL18,RPL18,,single,1000,3,80,0.288242,0.338205,0.306081,0.31994,0.049963,0.017839,0.031698,0.110203864,0.846373,1.23903,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0018,fold_18,replogle_rpe1_POLR2B,POLR2B,,single,1000,3,80,0.345395,0.363006,0.334342,0.347688,0.017611,-0.011053,0.002293,0.129083464,0.843991,1.259949,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0019,fold_19,replogle_rpe1_POLR2C,POLR2C,,single,1000,3,80,0.350388,0.354826,0.335705,0.347178,0.004438,-0.014683,-0.00321,0.117530843,0.838367,1.259619,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0020,fold_20,replogle_rpe1_POLR2D,POLR2D,,single,1000,3,80,0.28829,0.279893,0.252229,0.26309,-0.008396,-0.036061,-0.0252,0.112528526,0.838638,1.248512,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0021,fold_21,replogle_rpe1_PSMA1,PSMA1,,single,1000,3,80,0.364085,0.349613,0.325997,0.342533,-0.014471,-0.038087,-0.021551,0.119916588,0.848171,1.254541,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0022,fold_22,replogle_rpe1_PSMA2,PSMA2,,single,1000,3,80,0.353454,0.349575,0.320855,0.337207,-0.003879,-0.032599,-0.016246,0.120561001,0.834884,1.252906,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0023,fold_23,replogle_rpe1_PSMA3,PSMA3,,single,1000,3,80,0.320993,0.350585,0.324589,0.337785,0.029591,0.003595,0.016792,0.121705424,0.841253,1.254701,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0024,fold_24,replogle_rpe1_PSMB2,PSMB2,,single,1000,3,80,0.304475,0.327398,0.303557,0.319697,0.022922,-0.000918,0.015221,0.128915437,0.856508,1.249134,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0025,fold_25,replogle_rpe1_PSMB3,PSMB3,,single,1000,3,80,0.348104,0.353554,0.327657,0.339821,0.00545,-0.020447,-0.008282,0.113507866,0.834067,1.24997,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0026,fold_26,replogle_rpe1_NDUFA1,NDUFA1,,single,1000,3,80,0.353352,0.38083,0.362532,0.368513,0.027478,0.009179,0.01516,0.130432523,0.833921,1.241652,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0027,fold_27,replogle_rpe1_NDUFA2,NDUFA2,,single,1000,3,80,0.350486,0.364925,0.334873,0.348244,0.014439,-0.015614,-0.002243,0.124360937,0.838896,1.247524,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0028,fold_28,replogle_rpe1_NDUFB1,NDUFB1,,single,1000,3,80,0.360194,0.362407,0.341078,0.351138,0.002213,-0.019116,-0.009056,0.113657757,0.844734,1.250539,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0029,fold_29,replogle_rpe1_SDHA,SDHA,,single,1000,3,80,0.336679,0.348385,0.323345,0.337185,0.011706,-0.013335,0.000506,0.124155771,0.838237,1.252906,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0030,fold_30,replogle_rpe1_SDHB,SDHB,,single,1000,3,80,0.317402,0.356269,0.328387,0.337654,0.038866,0.010985,0.020252,0.123361268,0.839235,1.251351,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0031,fold_31,replogle_rpe1_UQCRB,UQCRB,,single,1000,3,80,0.337666,0.356427,0.326923,0.343448,0.018762,-0.010743,0.005782,0.127526350,0.841946,1.235546,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0032,fold_32,replogle_rpe1_UQCRC1,UQCRC1,,single,1000,3,80,0.331559,0.350235,0.325075,0.333694,0.018677,-0.006483,0.002136,0.123092698,0.843205,1.25159,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0033,fold_33,replogle_rpe1_COX5A,COX5A,,single,1000,3,80,0.371828,0.410393,0.384779,0.397784,0.038564,0.012951,0.025956,0.131078238,0.844924,1.244027,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0034,fold_34,replogle_rpe1_COX5B,COX5B,,single,1000,3,80,0.379727,0.407947,0.384444,0.398159,0.02822,0.004718,0.018433,0.130858830,0.840328,1.256224,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0035,fold_35,replogle_rpe1_ATP5F1A,ATP5F1A,,single,1000,3,80,0.349044,0.37478,0.343656,0.355497,0.025735,-0.005388,0.006453,0.125609278,0.849392,1.262131,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0036,fold_36,replogle_rpe1_ATP5F1B,ATP5F1B,,single,1000,3,80,0.357599,0.355165,0.3269,0.338276,-0.002433,-0.030698,-0.019323,0.124122988,0.842175,1.250157,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0037,fold_37,replogle_rpe1_SF3B1,SF3B1,,single,1000,3,80,0.224674,0.278514,0.25824,0.266102,0.05384,0.033566,0.041427,0.113151103,0.829546,1.25346,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0038,fold_38,replogle_rpe1_SRSF1,SRSF1,,single,1000,3,80,0.22287,0.31064,0.278234,0.292005,0.08777,0.055363,0.069135,0.123407047,0.846634,1.241174,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0039,fold_39,replogle_rpe1_HNRNPA1,HNRNPA1,,single,1000,3,80,0.369973,0.362498,0.335517,0.347023,-0.007475,-0.034456,-0.022949,0.129362114,0.847572,1.250003,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0040,fold_40,replogle_rpe1_EEF1A1,EEF1A1,,single,1000,3,80,0.375447,0.394593,0.376823,0.387275,0.019145,0.001375,0.011828,0.132454278,0.846961,1.251242,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0041,fold_41,replogle_rpe1_EEF2,EEF2,,single,1000,3,80,0.350436,0.378503,0.350762,0.364578,0.028067,0.000326,0.014142,0.130546535,0.845709,1.25532,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0042,fold_42,replogle_rpe1_EIF4A1,EIF4A1,,single,1000,3,80,0.375174,0.374066,0.346671,0.364776,-0.001107,-0.028502,-0.010398,0.119158585,0.853048,1.253479,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0043,fold_43,replogle_rpe1_CCT2,CCT2,,single,1000,3,80,0.373605,0.375916,0.347854,0.35742,0.00231,-0.025751,-0.016185,0.118188055,0.852467,1.253055,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0044,fold_44,replogle_rpe1_HSPD1,HSPD1,,single,1000,3,80,0.327077,0.275447,0.252146,0.263339,-0.05163,-0.074931,-0.063738,0.116330825,0.831089,1.237376,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0045,fold_45,replogle_rpe1_HSPE1,HSPE1,,single,1000,3,80,0.234975,0.291676,0.266855,0.270851,0.056701,0.031879,0.035876,0.126133713,0.838932,1.2417,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0046,fold_46,replogle_rpe1_KANSL1,KANSL1,,single,1000,3,80,0.314802,0.359157,0.332381,0.338521,0.044356,0.017579,0.023719,0.126561195,0.841186,1.249546,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0047,fold_47,replogle_rpe1_KAT8,KAT8,,single,1000,3,80,0.286821,0.320815,0.292199,0.306735,0.033994,0.005378,0.019914,0.119781216,0.840803,1.244543,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0048,fold_48,replogle_rpe1_WDR5,WDR5,,single,1000,3,80,0.365276,0.320957,0.295487,0.304588,-0.044319,-0.069789,-0.060688,0.118947317,0.85155,1.247382,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0049,fold_49,replogle_rpe1_TBP,TBP,,single,1000,3,80,0.328666,0.359224,0.332334,0.348193,0.030558,0.003668,0.019527,0.124158723,0.836559,1.240293,true,true
Replogle_RPE1,RPE1,REPLOGLE_RPE1_COND_0050,fold_50,replogle_rpe1_TAF1,TAF1,,single,1000,3,80,0.306712,0.335945,0.31259,0.321547,0.029232,0.005878,0.014835,0.121396798,0.830656,1.258777,true,true
