dataset_id,cell_line,condition_id,fold_id,source_condition_id,target_1,target_2,perturbation_type,hvg_n,n_seeds,n_eval_cells,string_go_pearson_r,gears_pearson_r,scgpt_pearson_r,geneformer_pearson_r,gears_minus_string_go,scgpt_minus_string_go,geneformer_minus_string_go,gears_output_vs_training_mean_r,gears_output_variance,gears_output_norm,gears_gene_order_ok,gears_nondegenerate_output_ok
Adamson_2016,K562,ADAMSON_2016_COND_0001,fold_01,adamson_ATF6,ATF6,,single,200,3,100,0.485228,0.480063,0.484489,0.502401,-0.005165,-0.000739,0.017173,0.135818302,0.848691,1.249263,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0002,fold_02,adamson_XBP1,XBP1,,single,200,3,100,0.3887,0.400786,0.414568,0.422825,0.012086,0.025867,0.034125,0.121767292,0.832946,1.275705,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0003,fold_03,adamson_ERN1,ERN1,,single,200,3,100,0.476509,0.452594,0.462928,0.475688,-0.023915,-0.013581,-0.000821,0.125224605,0.841928,1.249244,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0004,fold_04,adamson_HSPA5,HSPA5,,single,200,3,100,0.477529,0.465041,0.479168,0.491481,-0.012488,0.001639,0.013952,0.127601835,0.846714,1.255116,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0005,fold_05,adamson_DDIT3,DDIT3,,single,200,3,100,0.342783,0.328268,0.341539,0.35182,-0.014515,-0.001244,0.009037,0.110493284,0.835023,1.218975,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0006,fold_06,adamson_MBTPS1,MBTPS1,,single,200,3,100,0.373228,0.358485,0.373042,0.386399,-0.014743,-0.000186,0.013171,0.113889682,0.832764,1.252458,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0007,fold_07,adamson_MBTPS2,MBTPS2,,single,200,3,100,0.363233,0.352447,0.362285,0.374122,-0.010786,-0.000947,0.010889,0.114511943,0.843435,1.238859,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0008,fold_08,adamson_ATF4,ATF4,,single,200,3,100,0.424682,0.443469,0.449234,0.462416,0.018787,0.024552,0.037734,0.124637693,0.836739,1.25748,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0009,fold_09,adamson_EIF2AK3,EIF2AK3,,single,200,3,100,0.464712,0.457102,0.465373,0.474894,-0.00761,0.000661,0.010182,0.126457477,0.840847,1.269044,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0010,fold_10,adamson_MANF,MANF,,single,200,3,100,0.454943,0.468862,0.482331,0.496884,0.013919,0.027388,0.041941,0.133938753,0.844068,1.251858,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0011,fold_11,adamson_EDEM1,EDEM1,,single,200,3,100,0.456995,0.446279,0.453899,0.470242,-0.010716,-0.003095,0.013247,0.126014905,0.854625,1.247737,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0012,fold_12,adamson_EDEM2,EDEM2,,single,200,3,100,0.419328,0.415766,0.42137,0.442743,-0.003561,0.002043,0.023415,0.126844684,0.839795,1.244928,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0013,fold_13,adamson_EDEM3,EDEM3,,single,200,3,100,0.384979,0.352348,0.362407,0.386148,-0.032631,-0.022572,0.001169,0.110253498,0.844239,1.257475,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0014,fold_14,adamson_DNAJC3,DNAJC3,,single,200,3,100,0.434784,0.430586,0.445378,0.460656,-0.004199,0.010594,0.025872,0.119649777,0.832411,1.246134,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0015,fold_15,adamson_HERPUD1,HERPUD1,,single,200,3,100,0.498826,0.497,0.505911,0.521563,-0.001826,0.007085,0.022737,0.122977329,0.845047,1.26812,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0016,fold_16,adamson_SYVN1,SYVN1,,single,200,3,100,0.492646,0.44716,0.46378,0.471222,-0.045485,-0.028866,-0.021423,0.129605427,0.844065,1.254287,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0017,fold_17,adamson_SEL1L,SEL1L,,single,200,3,100,0.432111,0.425261,0.43895,0.446953,-0.00685,0.006839,0.014842,0.124897303,0.850022,1.248494,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0018,fold_18,adamson_DERL1,DERL1,,single,200,3,100,0.40023,0.384063,0.398062,0.409464,-0.016167,-0.002168,0.009235,0.112759110,0.848171,1.242027,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0019,fold_19,adamson_DERL2,DERL2,,single,200,3,100,0.398856,0.392171,0.400772,0.414665,-0.006685,0.001916,0.015809,0.120922779,0.836267,1.238985,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0020,fold_20,adamson_DERL3,DERL3,,single,200,3,100,0.477774,0.483619,0.488252,0.506043,0.005845,0.010478,0.028269,0.121202829,0.846348,1.26185,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0021,fold_21,adamson_VCP,VCP,,single,200,3,100,0.422791,0.414982,0.41924,0.431255,-0.007808,-0.003551,0.008465,0.114524839,0.839981,1.256868,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0022,fold_22,adamson_NPLOC4,NPLOC4,,single,200,3,100,0.415381,0.408473,0.420435,0.433602,-0.006908,0.005054,0.018221,0.116517172,0.837713,1.241259,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0023,fold_23,adamson_UFD1L,UFD1L,,single,200,3,100,0.392612,0.416317,0.432585,0.447215,0.023705,0.039973,0.054603,0.123408314,0.849311,1.244367,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0024,fold_24,adamson_AMFR,AMFR,,single,200,3,100,0.469113,0.464224,0.479535,0.483595,-0.004889,0.010422,0.014482,0.133505968,0.853136,1.253541,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0025,fold_25,adamson_RHBDD4,RHBDD4,,single,200,3,100,0.442675,0.43454,0.445428,0.457055,-0.008135,0.002753,0.01438,0.125470990,0.846956,1.252718,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0026,fold_26,adamson_UBXN4,UBXN4,,single,200,3,100,0.409659,0.394334,0.405793,0.41724,-0.015325,-0.003866,0.007582,0.129255152,0.841759,1.24135,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0027,fold_27,adamson_FAF1,FAF1,,single,200,3,100,0.4044,0.361728,0.371838,0.381651,-0.042672,-0.032562,-0.022749,0.115834551,0.844292,1.232442,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0028,fold_28,adamson_ASNS,ASNS,,single,200,3,100,0.479267,0.488489,0.495003,0.503512,0.009221,0.015735,0.024245,0.137078130,0.842523,1.254578,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0029,fold_29,adamson_TRIB3,TRIB3,,single,200,3,100,0.42699,0.408029,0.4204,0.428873,-0.01896,-0.00659,0.001884,0.120246478,0.846613,1.252625,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0030,fold_30,adamson_CHAC1,CHAC1,,single,200,3,100,0.431141,0.390099,0.403194,0.411834,-0.041042,-0.027947,-0.019306,0.127090788,0.83871,1.246621,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0031,fold_31,adamson_CEBPG,CEBPG,,single,200,3,100,0.324697,0.318167,0.32374,0.332936,-0.00653,-0.000957,0.008239,0.111806560,0.841162,1.238766,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0032,fold_32,adamson_SREBF1,SREBF1,,single,200,3,100,0.339961,0.359079,0.365236,0.381983,0.019118,0.025275,0.042022,0.120241516,0.833056,1.239051,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0033,fold_33,adamson_SREBF2,SREBF2,,single,200,3,100,0.485108,0.470635,0.486583,0.499859,-0.014473,0.001475,0.014752,0.126601282,0.846625,1.247454,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0034,fold_34,adamson_INSIG1,INSIG1,,single,200,3,100,0.456273,0.440245,0.456816,0.461547,-0.016028,0.000543,0.005274,0.124195193,0.847866,1.249956,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0035,fold_35,adamson_INSIG2,INSIG2,,single,200,3,100,0.439644,0.416502,0.430381,0.437072,-0.023142,-0.009263,-0.002572,0.126994209,0.835584,1.25077,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0036,fold_36,adamson_SCAP,SCAP,,single,200,3,100,0.497824,0.49485,0.504591,0.521272,-0.002974,0.006767,0.023449,0.135356162,0.851717,1.26257,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0037,fold_37,adamson_FADS1,FADS1,,single,200,3,100,0.503658,0.48781,0.50614,0.516365,-0.015848,0.002482,0.012707,0.125471603,0.845194,1.262578,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0038,fold_38,adamson_FADS2,FADS2,,single,200,3,100,0.428973,0.438815,0.451197,0.461706,0.009842,0.022224,0.032733,0.124117647,0.839723,1.262709,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0039,fold_39,adamson_SCD,SCD,,single,200,3,100,0.416258,0.440951,0.452293,0.466194,0.024693,0.036035,0.049936,0.130258149,0.838026,1.22964,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0040,fold_40,adamson_HMGCR,HMGCR,,single,200,3,100,0.445437,0.438751,0.449042,0.463426,-0.006687,0.003604,0.017988,0.138602289,0.848982,1.244302,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0041,fold_41,adamson_HMGCS1,HMGCS1,,single,200,3,100,0.461149,0.457708,0.466932,0.478574,-0.003441,0.005783,0.017425,0.127648423,0.84972,1.259885,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0042,fold_42,adamson_MVD,MVD,,single,200,3,100,0.440629,0.4448,0.451376,0.467071,0.004171,0.010747,0.026442,0.132346151,0.847777,1.235008,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0043,fold_43,adamson_IDI1,IDI1,,single,200,3,100,0.441815,0.385069,0.400416,0.416237,-0.056746,-0.041399,-0.025578,0.130543001,0.839111,1.244972,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0044,fold_44,adamson_FDPS,FDPS,,single,200,3,100,0.42902,0.427413,0.439061,0.44833,-0.001607,0.010042,0.01931,0.127980854,0.832375,1.254546,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0045,fold_45,adamson_SQLE,SQLE,,single,200,3,100,0.484473,0.479778,0.492013,0.505487,-0.004695,0.00754,0.021014,0.132159101,0.836024,1.262328,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0046,fold_46,adamson_LSS,LSS,,single,200,3,100,0.463425,0.464898,0.477307,0.485032,0.001473,0.013882,0.021607,0.132213511,0.842618,1.24881,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0047,fold_47,adamson_DHCR7,DHCR7,,single,200,3,100,0.418743,0.405506,0.422474,0.438071,-0.013237,0.003731,0.019329,0.120111708,0.833365,1.242888,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0048,fold_48,adamson_DHCR24,DHCR24,,single,200,3,100,0.487196,0.483985,0.496145,0.511398,-0.003211,0.008949,0.024202,0.126257374,0.845314,1.260117,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0049,fold_49,adamson_EBP,EBP,,single,200,3,100,0.496118,0.490689,0.506562,0.511558,-0.005429,0.010444,0.015441,0.135905802,0.853322,1.254115,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0050,fold_50,adamson_TMEM97,TMEM97,,single,200,3,100,0.459568,0.448262,0.464239,0.478123,-0.011305,0.004671,0.018556,0.120550366,0.842557,1.263483,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0001,fold_01,adamson_ATF6,ATF6,,single,500,3,100,0.472357,0.49561,0.504274,0.480656,0.023253,0.031917,0.008299,0.132911891,0.847791,1.254825,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0002,fold_02,adamson_XBP1,XBP1,,single,500,3,100,0.395736,0.419335,0.429427,0.402782,0.023599,0.033691,0.007046,0.116781272,0.834388,1.243525,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0003,fold_03,adamson_ERN1,ERN1,,single,500,3,100,0.43808,0.477966,0.479014,0.458963,0.039885,0.040934,0.020883,0.123342988,0.847973,1.245328,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0004,fold_04,adamson_HSPA5,HSPA5,,single,500,3,100,0.464615,0.488223,0.499647,0.476939,0.023608,0.035032,0.012324,0.126828734,0.840701,1.258607,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0005,fold_05,adamson_DDIT3,DDIT3,,single,500,3,100,0.326307,0.345459,0.356442,0.335179,0.019152,0.030135,0.008872,0.116017928,0.829838,1.242596,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0006,fold_06,adamson_MBTPS1,MBTPS1,,single,500,3,100,0.361342,0.38773,0.393897,0.367575,0.026388,0.032555,0.006233,0.121717514,0.835446,1.243426,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0007,fold_07,adamson_MBTPS2,MBTPS2,,single,500,3,100,0.355773,0.370139,0.377872,0.359157,0.014366,0.022098,0.003383,0.115214583,0.831545,1.233634,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0008,fold_08,adamson_ATF4,ATF4,,single,500,3,100,0.442885,0.451207,0.468261,0.445539,0.008322,0.025377,0.002654,0.126232796,0.84323,1.242296,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0009,fold_09,adamson_EIF2AK3,EIF2AK3,,single,500,3,100,0.446178,0.467415,0.484919,0.462615,0.021237,0.038741,0.016437,0.132732564,0.838719,1.259098,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0010,fold_10,adamson_MANF,MANF,,single,500,3,100,0.481458,0.487429,0.491756,0.475596,0.005972,0.010299,-0.005862,0.136901836,0.84977,1.243876,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0011,fold_11,adamson_EDEM1,EDEM1,,single,500,3,100,0.438611,0.465657,0.473659,0.449035,0.027046,0.035048,0.010424,0.119969879,0.834965,1.253632,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0012,fold_12,adamson_EDEM2,EDEM2,,single,500,3,100,0.40714,0.433625,0.445553,0.417086,0.026485,0.038413,0.009946,0.125175532,0.83746,1.25841,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0013,fold_13,adamson_EDEM3,EDEM3,,single,500,3,100,0.35235,0.376656,0.382691,0.363826,0.024306,0.030341,0.011476,0.117256046,0.839383,1.235639,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0014,fold_14,adamson_DNAJC3,DNAJC3,,single,500,3,100,0.437232,0.452333,0.461549,0.443758,0.015101,0.024317,0.006526,0.134082289,0.848989,1.254835,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0015,fold_15,adamson_HERPUD1,HERPUD1,,single,500,3,100,0.495788,0.512502,0.527113,0.498286,0.016714,0.031325,0.002498,0.130573501,0.837819,1.255345,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0016,fold_16,adamson_SYVN1,SYVN1,,single,500,3,100,0.444292,0.46133,0.475973,0.456004,0.017038,0.031681,0.011712,0.127627050,0.839337,1.251574,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0017,fold_17,adamson_SEL1L,SEL1L,,single,500,3,100,0.418967,0.439006,0.451007,0.431716,0.020039,0.03204,0.012749,0.123944334,0.839306,1.236483,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0018,fold_18,adamson_DERL1,DERL1,,single,500,3,100,0.376118,0.399041,0.41196,0.393062,0.022923,0.035842,0.016944,0.115563228,0.841441,1.247354,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0019,fold_19,adamson_DERL2,DERL2,,single,500,3,100,0.381307,0.404851,0.420533,0.391754,0.023545,0.039226,0.010448,0.126986200,0.835572,1.246353,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0020,fold_20,adamson_DERL3,DERL3,,single,500,3,100,0.4845,0.496056,0.509439,0.486356,0.011556,0.024938,0.001856,0.132881702,0.840808,1.257037,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0021,fold_21,adamson_VCP,VCP,,single,500,3,100,0.405198,0.436434,0.439417,0.420107,0.031236,0.034219,0.014909,0.126624771,0.834004,1.24971,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0022,fold_22,adamson_NPLOC4,NPLOC4,,single,500,3,100,0.402887,0.428425,0.438516,0.410114,0.025538,0.035629,0.007227,0.122958880,0.852819,1.24719,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0023,fold_23,adamson_UFD1L,UFD1L,,single,500,3,100,0.433694,0.441534,0.451538,0.423633,0.00784,0.017844,-0.010061,0.122182294,0.844451,1.248224,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0024,fold_24,adamson_AMFR,AMFR,,single,500,3,100,0.462384,0.482041,0.498017,0.464274,0.019658,0.035634,0.00189,0.127915325,0.842122,1.247994,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0025,fold_25,adamson_RHBDD4,RHBDD4,,single,500,3,100,0.421257,0.448399,0.459465,0.439319,0.027142,0.038208,0.018062,0.132192229,0.835338,1.252971,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0026,fold_26,adamson_UBXN4,UBXN4,,single,500,3,100,0.37803,0.407217,0.416924,0.39241,0.029187,0.038894,0.01438,0.123685293,0.84052,1.241349,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0027,fold_27,adamson_FAF1,FAF1,,single,500,3,100,0.332762,0.374558,0.387275,0.361971,0.041795,0.054513,0.029209,0.125150760,0.836734,1.230332,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0028,fold_28,adamson_ASNS,ASNS,,single,500,3,100,0.485542,0.500319,0.515986,0.489579,0.014777,0.030445,0.004037,0.134328470,0.844449,1.253887,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0029,fold_29,adamson_TRIB3,TRIB3,,single,500,3,100,0.394539,0.421341,0.438559,0.411025,0.026802,0.04402,0.016487,0.119142824,0.846793,1.244739,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0030,fold_30,adamson_CHAC1,CHAC1,,single,500,3,100,0.376607,0.406086,0.416156,0.398621,0.029479,0.03955,0.022014,0.117199303,0.837355,1.242013,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0031,fold_31,adamson_CEBPG,CEBPG,,single,500,3,100,0.310827,0.326806,0.338488,0.314824,0.015979,0.027661,0.003997,0.119167184,0.843323,1.244167,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0032,fold_32,adamson_SREBF1,SREBF1,,single,500,3,100,0.339905,0.366019,0.380873,0.358064,0.026114,0.040968,0.018159,0.121395092,0.833962,1.244279,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0033,fold_33,adamson_SREBF2,SREBF2,,single,500,3,100,0.464804,0.482793,0.499789,0.471264,0.017989,0.034985,0.006459,0.139462161,0.847555,1.264165,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0034,fold_34,adamson_INSIG1,INSIG1,,single,500,3,100,0.436801,0.458854,0.464248,0.442118,0.022053,0.027447,0.005317,0.117953473,0.842061,1.252073,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0035,fold_35,adamson_INSIG2,INSIG2,,single,500,3,100,0.407761,0.435716,0.44291,0.427732,0.027955,0.035149,0.01997,0.124987433,0.847122,1.249027,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0036,fold_36,adamson_SCAP,SCAP,,single,500,3,100,0.489626,0.511342,0.522095,0.499517,0.021715,0.032468,0.00989,0.137983232,0.84397,1.253038,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0037,fold_37,adamson_FADS1,FADS1,,single,500,3,100,0.488083,0.514003,0.524866,0.500288,0.02592,0.036783,0.012204,0.133304197,0.843344,1.260565,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0038,fold_38,adamson_FADS2,FADS2,,single,500,3,100,0.448529,0.456813,0.470014,0.441649,0.008284,0.021485,-0.00688,0.122792724,0.841345,1.249905,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0039,fold_39,adamson_SCD,SCD,,single,500,3,100,0.448471,0.455499,0.471306,0.445221,0.007028,0.022835,-0.00325,0.122163840,0.839236,1.250261,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0040,fold_40,adamson_HMGCR,HMGCR,,single,500,3,100,0.427232,0.458638,0.466657,0.445295,0.031405,0.039425,0.018063,0.118123832,0.844366,1.248921,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0041,fold_41,adamson_HMGCS1,HMGCS1,,single,500,3,100,0.449086,0.475811,0.479273,0.460774,0.026725,0.030187,0.011688,0.123944704,0.839066,1.249912,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0042,fold_42,adamson_MVD,MVD,,single,500,3,100,0.442179,0.45313,0.469128,0.450186,0.010951,0.026949,0.008007,0.127707697,0.846333,1.254629,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0043,fold_43,adamson_IDI1,IDI1,,single,500,3,100,0.370307,0.407998,0.417785,0.395792,0.037691,0.047478,0.025485,0.123626653,0.837972,1.248893,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0044,fold_44,adamson_FDPS,FDPS,,single,500,3,100,0.431609,0.440816,0.453935,0.433368,0.009207,0.022326,0.001759,0.120035043,0.844293,1.263034,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0045,fold_45,adamson_SQLE,SQLE,,single,500,3,100,0.470126,0.497366,0.503734,0.485419,0.02724,0.033608,0.015294,0.127365642,0.831433,1.252039,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0046,fold_46,adamson_LSS,LSS,,single,500,3,100,0.454449,0.475795,0.487117,0.463922,0.021346,0.032668,0.009473,0.126637117,0.838186,1.250639,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0047,fold_47,adamson_DHCR7,DHCR7,,single,500,3,100,0.406488,0.427128,0.43273,0.417436,0.02064,0.026242,0.010947,0.123821026,0.839491,1.243755,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0048,fold_48,adamson_DHCR24,DHCR24,,single,500,3,100,0.482169,0.502565,0.512131,0.490609,0.020397,0.029962,0.008441,0.135904112,0.838575,1.265225,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0049,fold_49,adamson_EBP,EBP,,single,500,3,100,0.488382,0.505237,0.518527,0.50017,0.016855,0.030145,0.011788,0.133496657,0.843216,1.270741,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0050,fold_50,adamson_TMEM97,TMEM97,,single,500,3,100,0.453748,0.468852,0.481548,0.460402,0.015104,0.0278,0.006654,0.129741985,0.848202,1.262404,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0001,fold_01,adamson_ATF6,ATF6,,single,1000,3,100,0.459162,0.508784,0.484146,0.492025,0.049621,0.024984,0.032863,0.127746936,0.852133,1.258017,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0002,fold_02,adamson_XBP1,XBP1,,single,1000,3,100,0.399674,0.430833,0.408077,0.417009,0.031159,0.008403,0.017335,0.132571837,0.827672,1.256231,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0003,fold_03,adamson_ERN1,ERN1,,single,1000,3,100,0.435173,0.48732,0.46144,0.4774,0.052147,0.026267,0.042227,0.139677551,0.846999,1.260493,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0004,fold_04,adamson_HSPA5,HSPA5,,single,1000,3,100,0.457808,0.49948,0.489786,0.494752,0.041672,0.031978,0.036944,0.125912614,0.851247,1.255866,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0005,fold_05,adamson_DDIT3,DDIT3,,single,1000,3,100,0.314654,0.36774,0.344702,0.349301,0.053086,0.030047,0.034647,0.107924701,0.839251,1.243527,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0006,fold_06,adamson_MBTPS1,MBTPS1,,single,1000,3,100,0.341029,0.393221,0.380289,0.384478,0.052192,0.03926,0.043449,0.123890929,0.849153,1.246501,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0007,fold_07,adamson_MBTPS2,MBTPS2,,single,1000,3,100,0.328964,0.385219,0.370376,0.375224,0.056255,0.041412,0.046259,0.110755573,0.840407,1.240729,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0008,fold_08,adamson_ATF4,ATF4,,single,1000,3,100,0.441922,0.466015,0.455482,0.464542,0.024093,0.013561,0.022621,0.121889141,0.843412,1.25083,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0009,fold_09,adamson_EIF2AK3,EIF2AK3,,single,1000,3,100,0.443529,0.483601,0.467003,0.474108,0.040072,0.023474,0.030579,0.124195001,0.843648,1.252924,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0010,fold_10,adamson_MANF,MANF,,single,1000,3,100,0.469641,0.50248,0.482527,0.487712,0.032839,0.012885,0.018071,0.132880533,0.838703,1.252949,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0011,fold_11,adamson_EDEM1,EDEM1,,single,1000,3,100,0.43602,0.475987,0.45275,0.4619,0.039967,0.01673,0.02588,0.131461691,0.840637,1.257935,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0012,fold_12,adamson_EDEM2,EDEM2,,single,1000,3,100,0.409584,0.441769,0.426802,0.4349,0.032185,0.017218,0.025317,0.127003259,0.827523,1.247047,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0013,fold_13,adamson_EDEM3,EDEM3,,single,1000,3,100,0.331631,0.389528,0.370288,0.382141,0.057897,0.038657,0.050509,0.113676257,0.836069,1.23915,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0014,fold_14,adamson_DNAJC3,DNAJC3,,single,1000,3,100,0.427718,0.469238,0.452018,0.452798,0.04152,0.0243,0.02508,0.124698993,0.844186,1.245841,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0015,fold_15,adamson_HERPUD1,HERPUD1,,single,1000,3,100,0.481842,0.523764,0.508079,0.515055,0.041922,0.026237,0.033213,0.135032893,0.844713,1.25555,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0016,fold_16,adamson_SYVN1,SYVN1,,single,1000,3,100,0.398625,0.481244,0.460544,0.468463,0.082619,0.061918,0.069838,0.129821286,0.849578,1.260258,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0017,fold_17,adamson_SEL1L,SEL1L,,single,1000,3,100,0.41432,0.45833,0.4393,0.44526,0.04401,0.02498,0.03094,0.120986344,0.843121,1.258751,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0018,fold_18,adamson_DERL1,DERL1,,single,1000,3,100,0.371705,0.420245,0.392977,0.404821,0.048541,0.021272,0.033116,0.119719189,0.839084,1.2434,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0019,fold_19,adamson_DERL2,DERL2,,single,1000,3,100,0.383942,0.420116,0.399015,0.413028,0.036174,0.015073,0.029086,0.120349785,0.843534,1.248873,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0020,fold_20,adamson_DERL3,DERL3,,single,1000,3,100,0.465168,0.5161,0.494908,0.499398,0.050932,0.02974,0.034229,0.128428244,0.835336,1.25144,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0021,fold_21,adamson_VCP,VCP,,single,1000,3,100,0.397719,0.442941,0.423791,0.438205,0.045222,0.026072,0.040486,0.121386483,0.836397,1.245049,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0022,fold_22,adamson_NPLOC4,NPLOC4,,single,1000,3,100,0.384556,0.437247,0.416572,0.426015,0.052691,0.032016,0.041459,0.126295977,0.836277,1.248645,true,true
Adamson_2016,K562,ADAMSON_2016_COND_0023,fold_23,adamson_UFD1L,UFD1L,,single,1000,3,100,0.430686,0.453635,0.43121,0.440971,0.022948,0.000524,0.010285,0.127652823,0.838555,1.24476,true,true
