condition,pearson_r_left,pearson_r_right,delta_r,n_common_seeds,dataset,hvg,contrast
FBXO42,-0.41799765825271606,-0.41727185249328613,-0.0007258057594299316,1,replogle_rpe1,200,gene_ontology - no_graph
GEMIN4,0.7897874116897583,0.7811392545700073,0.008648157119750977,1,replogle_rpe1,200,gene_ontology - no_graph
GFM1,0.1551394760608673,0.13478049635887146,0.02035897970199585,1,replogle_rpe1,200,gene_ontology - no_graph
GPS2,-0.05752784013748169,-0.04421605169773102,-0.013311788439750671,1,replogle_rpe1,200,gene_ontology - no_graph
HAUS3,0.8731853365898132,0.8834302425384521,-0.010244905948638916,1,replogle_rpe1,200,gene_ontology - no_graph
HEATR1,0.8819554448127747,0.8985748887062073,-0.016619443893432617,1,replogle_rpe1,200,gene_ontology - no_graph
KCNA10,0.30252406001091003,0.3100157082080841,-0.007491648197174072,1,replogle_rpe1,200,gene_ontology - no_graph
LIMS1,0.41399073600769043,0.4137750566005707,0.00021567940711975098,1,replogle_rpe1,200,gene_ontology - no_graph
LRRC37A3,-0.20238050818443298,-0.20953750610351562,0.007156997919082642,1,replogle_rpe1,200,gene_ontology - no_graph
MALSU1,0.0919969379901886,0.07100500166416168,0.020991936326026917,1,replogle_rpe1,200,gene_ontology - no_graph
MEN1,0.06548362970352173,0.07617948949337006,-0.010695859789848328,1,replogle_rpe1,200,gene_ontology - no_graph
METTL1,0.1353614628314972,0.1415281444787979,-0.00616668164730072,1,replogle_rpe1,200,gene_ontology - no_graph
MRPS31,0.09213996678590775,0.07217679917812347,0.01996316760778427,1,replogle_rpe1,200,gene_ontology - no_graph
N6AMT1,0.3254612982273102,0.32747501134872437,-0.0020137131214141846,1,replogle_rpe1,200,gene_ontology - no_graph
NAA20,0.5388711094856262,0.5467809438705444,-0.007909834384918213,1,replogle_rpe1,200,gene_ontology - no_graph
NCOA4,0.14116701483726501,0.14100657403469086,0.00016044080257415771,1,replogle_rpe1,200,gene_ontology - no_graph
NDUFA4,-0.1701260805130005,-0.18033862113952637,0.010212540626525879,1,replogle_rpe1,200,gene_ontology - no_graph
NDUFS5,0.0958266332745552,0.09099657833576202,0.004830054938793182,1,replogle_rpe1,200,gene_ontology - no_graph
NOLC1,0.9130793809890747,0.9207989573478699,-0.007719576358795166,1,replogle_rpe1,200,gene_ontology - no_graph
NOMO3,0.8021104335784912,0.8080043196678162,-0.005893886089324951,1,replogle_rpe1,200,gene_ontology - no_graph
OVCA2,0.5383741855621338,0.5437020063400269,-0.005327820777893066,1,replogle_rpe1,200,gene_ontology - no_graph
PGAM5,-0.08033569902181625,-0.11813923716545105,0.037803538143634796,1,replogle_rpe1,200,gene_ontology - no_graph
POLR2D,0.5774312615394592,0.5808790922164917,-0.0034478306770324707,1,replogle_rpe1,200,gene_ontology - no_graph
POLR3C,0.7707548141479492,0.7571923732757568,0.013562440872192383,1,replogle_rpe1,200,gene_ontology - no_graph
PPP1R2,0.7832715511322021,0.7785581350326538,0.00471341609954834,1,replogle_rpe1,200,gene_ontology - no_graph
PRC1,0.7856000661849976,0.8492084741592407,-0.06360840797424316,1,replogle_rpe1,200,gene_ontology - no_graph
PSTK,0.8612583875656128,0.8668892979621887,-0.005630910396575928,1,replogle_rpe1,200,gene_ontology - no_graph
RRP12,0.9335626363754272,0.9486674070358276,-0.01510477066040039,1,replogle_rpe1,200,gene_ontology - no_graph
RUVBL2,0.8953044414520264,0.8992452621459961,-0.0039408206939697266,1,replogle_rpe1,200,gene_ontology - no_graph
SERBP1,0.00800430215895176,0.0028660763055086136,0.005138225853443146,1,replogle_rpe1,200,gene_ontology - no_graph
SETD5,0.7254003286361694,0.7274034023284912,-0.0020030736923217773,1,replogle_rpe1,200,gene_ontology - no_graph
SRCAP,0.1184522807598114,0.10834632813930511,0.010105952620506287,1,replogle_rpe1,200,gene_ontology - no_graph
SRSF11,-0.054551735520362854,-0.056649308651685715,0.0020975731313228607,1,replogle_rpe1,200,gene_ontology - no_graph
TAZ,0.5229187607765198,0.5234613418579102,-0.0005425810813903809,1,replogle_rpe1,200,gene_ontology - no_graph
TFAM,-0.06293892115354538,-0.052883923053741455,-0.010054998099803925,1,replogle_rpe1,200,gene_ontology - no_graph
TRMT112,0.9043475389480591,0.9144670963287354,-0.01011955738067627,1,replogle_rpe1,200,gene_ontology - no_graph
TRNT1,0.648442268371582,0.6268227100372314,0.021619558334350586,1,replogle_rpe1,200,gene_ontology - no_graph
TSSK3,0.4019819498062134,0.41137266159057617,-0.009390711784362793,1,replogle_rpe1,200,gene_ontology - no_graph
TVP23C,-0.2799190878868103,-0.26632004976272583,-0.013599038124084473,1,replogle_rpe1,200,gene_ontology - no_graph
VPS35,0.8817937970161438,0.895148754119873,-0.013354957103729248,1,replogle_rpe1,200,gene_ontology - no_graph
WBP1,-0.34309667348861694,-0.3515642583370209,0.00846758484840393,1,replogle_rpe1,200,gene_ontology - no_graph
ACTB,0.08113493397831917,0.05196896567940712,0.02916596829891205,2,replogle_rpe1,200,random - no_graph
ADRM1,0.6312412321567535,0.6495885848999023,-0.018347352743148804,2,replogle_rpe1,200,random - no_graph
ALG2,0.720802903175354,0.7079712450504303,0.012831658124923706,2,replogle_rpe1,200,random - no_graph
CAMLG,0.34443363547325134,0.3261892944574356,0.018244341015815735,2,replogle_rpe1,200,random - no_graph
CCDC6,-0.2135433629155159,-0.27209365367889404,0.05855029076337814,2,replogle_rpe1,200,random - no_graph
CCDC78,0.16937357932329178,0.16466525197029114,0.004708327353000641,2,replogle_rpe1,200,random - no_graph
DDN,-0.3024245649576187,-0.30872535705566406,0.006300792098045349,2,replogle_rpe1,200,random - no_graph
DDX46,0.884139209985733,0.8924355804920197,-0.008296370506286621,2,replogle_rpe1,200,random - no_graph
EMC3,0.6582610905170441,0.6889522671699524,-0.030691176652908325,2,replogle_rpe1,200,random - no_graph
FBXO42,-0.4176509827375412,-0.41748368740081787,-0.00016729533672332764,2,replogle_rpe1,200,random - no_graph
GEMIN4,0.7826013267040253,0.7812497913837433,0.0013515353202819824,2,replogle_rpe1,200,random - no_graph
GFM1,0.18332470208406448,0.13477836549282074,0.048546336591243744,2,replogle_rpe1,200,random - no_graph
GPS2,-0.04223574325442314,-0.04444929212331772,0.002213548868894577,2,replogle_rpe1,200,random - no_graph
HAUS3,0.8539861440658569,0.8841635584831238,-0.030177414417266846,2,replogle_rpe1,200,random - no_graph
HEATR1,0.8689954876899719,0.898979663848877,-0.02998417615890503,2,replogle_rpe1,200,random - no_graph
KCNA10,0.28984713554382324,0.3110956996679306,-0.02124856412410736,2,replogle_rpe1,200,random - no_graph
LIMS1,0.3969542682170868,0.4152432531118393,-0.018288984894752502,2,replogle_rpe1,200,random - no_graph
LRRC37A3,-0.1823180690407753,-0.2093251496553421,0.027007080614566803,2,replogle_rpe1,200,random - no_graph
MALSU1,0.12760359048843384,0.07113805785775185,0.05646553263068199,2,replogle_rpe1,200,random - no_graph
MEN1,0.053147092461586,0.07700064405798912,-0.023853551596403122,2,replogle_rpe1,200,random - no_graph
METTL1,0.14400748908519745,0.14142309874296188,0.002584390342235565,2,replogle_rpe1,200,random - no_graph
MRPS31,0.1342952847480774,0.0721748098731041,0.0621204748749733,2,replogle_rpe1,200,random - no_graph
N6AMT1,0.3232744187116623,0.32761140167713165,-0.00433698296546936,2,replogle_rpe1,200,random - no_graph
NAA20,0.504094809293747,0.5469302535057068,-0.04283544421195984,2,replogle_rpe1,200,random - no_graph
NCOA4,0.13971657305955887,0.14123893529176712,-0.001522362232208252,2,replogle_rpe1,200,random - no_graph
NDUFA4,-0.15923183411359787,-0.18090733885765076,0.021675504744052887,2,replogle_rpe1,200,random - no_graph
NDUFS5,0.09159157425165176,0.09223178029060364,-0.0006402060389518738,2,replogle_rpe1,200,random - no_graph
NOLC1,0.8995888531208038,0.9208138883113861,-0.021225035190582275,2,replogle_rpe1,200,random - no_graph
NOMO3,0.781845211982727,0.8092351853847504,-0.027389973402023315,2,replogle_rpe1,200,random - no_graph
OVCA2,0.5210310518741608,0.5412696897983551,-0.020238637924194336,2,replogle_rpe1,200,random - no_graph
PGAM5,-0.057165564969182014,-0.1178547702729702,0.060689205303788185,2,replogle_rpe1,200,random - no_graph
POLR2D,0.5608040988445282,0.580313503742218,-0.01950940489768982,2,replogle_rpe1,200,random - no_graph
POLR3C,0.7742233574390411,0.7567826509475708,0.017440706491470337,2,replogle_rpe1,200,random - no_graph
PPP1R2,0.7689633369445801,0.7789165377616882,-0.009953200817108154,2,replogle_rpe1,200,random - no_graph
PRC1,0.8070491552352905,0.8580896556377411,-0.05104050040245056,2,replogle_rpe1,200,random - no_graph
PSTK,0.8511027097702026,0.8668999075889587,-0.015797197818756104,2,replogle_rpe1,200,random - no_graph
RRP12,0.9152592420578003,0.948517918586731,-0.033258676528930664,2,replogle_rpe1,200,random - no_graph
RUVBL2,0.8812096118927002,0.8987583518028259,-0.017548739910125732,2,replogle_rpe1,200,random - no_graph
SERBP1,0.015818489715456963,0.0034335111267864704,0.012384978588670492,2,replogle_rpe1,200,random - no_graph
SETD5,0.7247432768344879,0.7274265289306641,-0.0026832520961761475,2,replogle_rpe1,200,random - no_graph
SRCAP,0.1286754608154297,0.10969343781471252,0.018982023000717163,2,replogle_rpe1,200,random - no_graph
SRSF11,-0.03139201831072569,-0.05680830776691437,0.02541628945618868,2,replogle_rpe1,200,random - no_graph
TAZ,0.5301613509654999,0.5239140689373016,0.006247282028198242,2,replogle_rpe1,200,random - no_graph
TFAM,0.006046835798770189,-0.05335083790123463,0.059397673700004816,2,replogle_rpe1,200,random - no_graph
TRMT112,0.8839122951030731,0.9157179594039917,-0.03180566430091858,2,replogle_rpe1,200,random - no_graph
TRNT1,0.6600545942783356,0.6268243789672852,0.033230215311050415,2,replogle_rpe1,200,random - no_graph
TSSK3,0.3802078366279602,0.41143880784511566,-0.031230971217155457,2,replogle_rpe1,200,random - no_graph
TVP23C,-0.2667309641838074,-0.26628953218460083,-0.00044143199920654297,2,replogle_rpe1,200,random - no_graph
VPS35,0.8629449307918549,0.8957802951335907,-0.03283536434173584,2,replogle_rpe1,200,random - no_graph
WBP1,-0.3409798741340637,-0.35085920989513397,0.009879335761070251,2,replogle_rpe1,200,random - no_graph
ACTB,0.2676990404725075,0.08113493397831917,0.1865641064941883,2,replogle_rpe1,200,combined - random
ADRM1,0.6476050019264221,0.6312412321567535,0.01636376976966858,2,replogle_rpe1,200,combined - random
ALG2,0.7182491421699524,0.720802903175354,-0.0025537610054016113,2,replogle_rpe1,200,combined - random
CAMLG,0.32992956042289734,0.34443363547325134,-0.014504075050354004,2,replogle_rpe1,200,combined - random
CCDC6,-0.28370627760887146,-0.2135433629155159,-0.07016291469335556,2,replogle_rpe1,200,combined - random
CCDC78,0.17375916242599487,0.16937357932329178,0.0043855831027030945,2,replogle_rpe1,200,combined - random
DDN,-0.3055416941642761,-0.3024245649576187,-0.0031171292066574097,2,replogle_rpe1,200,combined - random
DDX46,0.8926081359386444,0.884139209985733,0.008468925952911377,2,replogle_rpe1,200,combined - random
EMC3,0.6905811727046967,0.6582610905170441,0.03232008218765259,2,replogle_rpe1,200,combined - random
FBXO42,-0.41378870606422424,-0.4176509827375412,0.0038622766733169556,2,replogle_rpe1,200,combined - random
GEMIN4,0.7854239642620087,0.7826013267040253,0.0028226375579833984,2,replogle_rpe1,200,combined - random
GFM1,0.14713411033153534,0.18332470208406448,-0.036190591752529144,2,replogle_rpe1,200,combined - random
GPS2,-0.051207637414336205,-0.04223574325442314,-0.008971894159913063,2,replogle_rpe1,200,combined - random
HAUS3,0.8799580037593842,0.8539861440658569,0.02597185969352722,2,replogle_rpe1,200,combined - random
HEATR1,0.8845345377922058,0.8689954876899719,0.015539050102233887,2,replogle_rpe1,200,combined - random
KCNA10,0.31435610353946686,0.28984713554382324,0.024508967995643616,2,replogle_rpe1,200,combined - random
LIMS1,0.4128744304180145,0.3969542682170868,0.015920162200927734,2,replogle_rpe1,200,combined - random
LRRC37A3,-0.20285475999116898,-0.1823180690407753,-0.020536690950393677,2,replogle_rpe1,200,combined - random
MALSU1,0.08170712366700172,0.12760359048843384,-0.045896466821432114,2,replogle_rpe1,200,combined - random
MEN1,0.06897533312439919,0.053147092461586,0.015828240662813187,2,replogle_rpe1,200,combined - random
METTL1,0.1386890709400177,0.14400748908519745,-0.0053184181451797485,2,replogle_rpe1,200,combined - random
MRPS31,0.08000130578875542,0.1342952847480774,-0.054293978959321976,2,replogle_rpe1,200,combined - random
N6AMT1,0.32650911808013916,0.3232744187116623,0.0032346993684768677,2,replogle_rpe1,200,combined - random
NAA20,0.5385646522045135,0.504094809293747,0.0344698429107666,2,replogle_rpe1,200,combined - random
NCOA4,0.13912282139062881,0.13971657305955887,-0.0005937516689300537,2,replogle_rpe1,200,combined - random
NDUFA4,-0.16909968852996826,-0.15923183411359787,-0.009867854416370392,2,replogle_rpe1,200,combined - random
NDUFS5,0.09457189217209816,0.09159157425165176,0.002980317920446396,2,replogle_rpe1,200,combined - random
NOLC1,0.9204663634300232,0.8995888531208038,0.02087751030921936,2,replogle_rpe1,200,combined - random
NOMO3,0.8052415251731873,0.781845211982727,0.023396313190460205,2,replogle_rpe1,200,combined - random
OVCA2,0.5381395220756531,0.5210310518741608,0.01710847020149231,2,replogle_rpe1,200,combined - random
PGAM5,-0.09843941777944565,-0.057165564969182014,-0.041273852810263634,2,replogle_rpe1,200,combined - random
POLR2D,0.5762509107589722,0.5608040988445282,0.01544681191444397,2,replogle_rpe1,200,combined - random
POLR3C,0.7657571136951447,0.7742233574390411,-0.008466243743896484,2,replogle_rpe1,200,combined - random
PPP1R2,0.7855870723724365,0.7689633369445801,0.016623735427856445,2,replogle_rpe1,200,combined - random
PRC1,0.7845837473869324,0.8070491552352905,-0.022465407848358154,2,replogle_rpe1,200,combined - random
PSTK,0.8640549182891846,0.8511027097702026,0.012952208518981934,2,replogle_rpe1,200,combined - random
RRP12,0.9390539228916168,0.9152592420578003,0.02379468083381653,2,replogle_rpe1,200,combined - random
RUVBL2,0.8995716869831085,0.8812096118927002,0.018362075090408325,2,replogle_rpe1,200,combined - random
SERBP1,0.0032116486690938473,0.015818489715456963,-0.012606841046363115,2,replogle_rpe1,200,combined - random
SETD5,0.7277854084968567,0.7247432768344879,0.0030421316623687744,2,replogle_rpe1,200,combined - random
SRCAP,0.12476927787065506,0.1286754608154297,-0.0039061829447746277,2,replogle_rpe1,200,combined - random
SRSF11,-0.05609196424484253,-0.03139201831072569,-0.02469994593411684,2,replogle_rpe1,200,combined - random
TAZ,0.5205323696136475,0.5301613509654999,-0.009628981351852417,2,replogle_rpe1,200,combined - random
TFAM,-0.0653088167309761,0.006046835798770189,-0.0713556525297463,2,replogle_rpe1,200,combined - random
TRMT112,0.9068276584148407,0.8839122951030731,0.022915363311767578,2,replogle_rpe1,200,combined - random
TRNT1,0.6461509764194489,0.6600545942783356,-0.013903617858886719,2,replogle_rpe1,200,combined - random
TSSK3,0.4143925756216049,0.3802078366279602,0.034184738993644714,2,replogle_rpe1,200,combined - random
TVP23C,-0.27109195291996,-0.2667309641838074,-0.004360988736152649,2,replogle_rpe1,200,combined - random
VPS35,0.8954014182090759,0.8629449307918549,0.03245648741722107,2,replogle_rpe1,200,combined - random
WBP1,-0.3489132821559906,-0.3409798741340637,-0.00793340802192688,2,replogle_rpe1,200,combined - random
ACTB,0.32660241425037384,0.08113493397831917,0.24546748027205467,2,replogle_rpe1,200,string_ppi - random
ADRM1,0.6504706144332886,0.6312412321567535,0.019229382276535034,2,replogle_rpe1,200,string_ppi - random
ALG2,0.7093383967876434,0.720802903175354,-0.011464506387710571,2,replogle_rpe1,200,string_ppi - random
CAMLG,0.32425379753112793,0.34443363547325134,-0.020179837942123413,2,replogle_rpe1,200,string_ppi - random
CCDC6,-0.28529730439186096,-0.2135433629155159,-0.07175394147634506,2,replogle_rpe1,200,string_ppi - random
CCDC78,0.17146188765764236,0.16937357932329178,0.002088308334350586,2,replogle_rpe1,200,string_ppi - random
DDN,-0.30610455572605133,-0.3024245649576187,-0.003679990768432617,2,replogle_rpe1,200,string_ppi - random
DDX46,0.8948678374290466,0.884139209985733,0.010728627443313599,2,replogle_rpe1,200,string_ppi - random
EMC3,0.6794400215148926,0.6582610905170441,0.02117893099784851,2,replogle_rpe1,200,string_ppi - random
FBXO42,-0.4159330725669861,-0.4176509827375412,0.0017179101705551147,2,replogle_rpe1,200,string_ppi - random
GEMIN4,0.7885797917842865,0.7826013267040253,0.0059784650802612305,2,replogle_rpe1,200,string_ppi - random
GFM1,0.1554577276110649,0.18332470208406448,-0.027866974472999573,2,replogle_rpe1,200,string_ppi - random
GPS2,-0.05707405135035515,-0.04223574325442314,-0.014838308095932007,2,replogle_rpe1,200,string_ppi - random
HAUS3,0.8787215948104858,0.8539861440658569,0.024735450744628906,2,replogle_rpe1,200,string_ppi - random
HEATR1,0.8921195268630981,0.8689954876899719,0.02312403917312622,2,replogle_rpe1,200,string_ppi - random
KCNA10,0.3080762028694153,0.28984713554382324,0.01822906732559204,2,replogle_rpe1,200,string_ppi - random
LIMS1,0.42097383737564087,0.3969542682170868,0.024019569158554077,2,replogle_rpe1,200,string_ppi - random
LRRC37A3,-0.2067137360572815,-0.1823180690407753,-0.024395667016506195,2,replogle_rpe1,200,string_ppi - random
MALSU1,0.09384695068001747,0.12760359048843384,-0.03375663980841637,2,replogle_rpe1,200,string_ppi - random
MEN1,0.07457670196890831,0.053147092461586,0.02142960950732231,2,replogle_rpe1,200,string_ppi - random
METTL1,0.1408529356122017,0.14400748908519745,-0.003154553472995758,2,replogle_rpe1,200,string_ppi - random
MRPS31,0.08222848549485207,0.1342952847480774,-0.05206679925322533,2,replogle_rpe1,200,string_ppi - random
N6AMT1,0.3189819008111954,0.3232744187116623,-0.004292517900466919,2,replogle_rpe1,200,string_ppi - random
NAA20,0.5469544529914856,0.504094809293747,0.04285964369773865,2,replogle_rpe1,200,string_ppi - random
NCOA4,0.13873063027858734,0.13971657305955887,-0.000985942780971527,2,replogle_rpe1,200,string_ppi - random
NDUFA4,-0.16961463540792465,-0.15923183411359787,-0.010382801294326782,2,replogle_rpe1,200,string_ppi - random
NDUFS5,0.09077813848853111,0.09159157425165176,-0.0008134357631206512,2,replogle_rpe1,200,string_ppi - random
NOLC1,0.9187743067741394,0.8995888531208038,0.01918545365333557,2,replogle_rpe1,200,string_ppi - random
NOMO3,0.803168386220932,0.781845211982727,0.021323174238204956,2,replogle_rpe1,200,string_ppi - random
OVCA2,0.5413856208324432,0.5210310518741608,0.02035456895828247,2,replogle_rpe1,200,string_ppi - random
PGAM5,-0.10166499763727188,-0.057165564969182014,-0.04449943266808987,2,replogle_rpe1,200,string_ppi - random
POLR2D,0.5743794739246368,0.5608040988445282,0.013575375080108643,2,replogle_rpe1,200,string_ppi - random
POLR3C,0.7606334686279297,0.7742233574390411,-0.01358988881111145,2,replogle_rpe1,200,string_ppi - random
PPP1R2,0.7874352633953094,0.7689633369445801,0.01847192645072937,2,replogle_rpe1,200,string_ppi - random
PRC1,0.8156537711620331,0.8070491552352905,0.008604615926742554,2,replogle_rpe1,200,string_ppi - random
PSTK,0.8631377518177032,0.8511027097702026,0.01203504204750061,2,replogle_rpe1,200,string_ppi - random
RRP12,0.9399020373821259,0.9152592420578003,0.02464279532432556,2,replogle_rpe1,200,string_ppi - random
RUVBL2,0.898187667131424,0.8812096118927002,0.016978055238723755,2,replogle_rpe1,200,string_ppi - random
SERBP1,-0.00035628676414489746,0.015818489715456963,-0.01617477647960186,2,replogle_rpe1,200,string_ppi - random
SETD5,0.7243920564651489,0.7247432768344879,-0.00035122036933898926,2,replogle_rpe1,200,string_ppi - random
SRCAP,0.12527531385421753,0.1286754608154297,-0.003400146961212158,2,replogle_rpe1,200,string_ppi - random
SRSF11,-0.05040464363992214,-0.03139201831072569,-0.019012625329196453,2,replogle_rpe1,200,string_ppi - random
TAZ,0.5271946489810944,0.5301613509654999,-0.0029667019844055176,2,replogle_rpe1,200,string_ppi - random
TFAM,-0.06618174910545349,0.006046835798770189,-0.07222858490422368,2,replogle_rpe1,200,string_ppi - random
TRMT112,0.9169856011867523,0.8839122951030731,0.0330733060836792,2,replogle_rpe1,200,string_ppi - random
TRNT1,0.6393454074859619,0.6600545942783356,-0.020709186792373657,2,replogle_rpe1,200,string_ppi - random
TSSK3,0.4165987968444824,0.3802078366279602,0.03639096021652222,2,replogle_rpe1,200,string_ppi - random
TVP23C,-0.2749498635530472,-0.2667309641838074,-0.008218899369239807,2,replogle_rpe1,200,string_ppi - random
VPS35,0.8938002586364746,0.8629449307918549,0.03085532784461975,2,replogle_rpe1,200,string_ppi - random
WBP1,-0.3506062775850296,-0.3409798741340637,-0.009626403450965881,2,replogle_rpe1,200,string_ppi - random
ACTB,0.10877642035484314,0.1629945933818817,-0.054218173027038574,1,replogle_rpe1,200,gene_ontology - random
ADRM1,0.6463894844055176,0.6310965418815613,0.015292942523956299,1,replogle_rpe1,200,gene_ontology - random
ALG2,0.714303195476532,0.7213702201843262,-0.0070670247077941895,1,replogle_rpe1,200,gene_ontology - random
CAMLG,0.3403971791267395,0.34451037645339966,-0.004113197326660156,1,replogle_rpe1,200,gene_ontology - random
CCDC6,-0.2675139904022217,-0.2133341133594513,-0.054179877042770386,1,replogle_rpe1,200,gene_ontology - random
CCDC78,0.1753745675086975,0.16889764368534088,0.006476923823356628,1,replogle_rpe1,200,gene_ontology - random
DDN,-0.3037313222885132,-0.3029119372367859,-0.0008193850517272949,1,replogle_rpe1,200,gene_ontology - random
DDX46,0.8931527137756348,0.884093701839447,0.009059011936187744,1,replogle_rpe1,200,gene_ontology - random
EMC3,0.6690565943717957,0.6575282216072083,0.011528372764587402,1,replogle_rpe1,200,gene_ontology - random
FBXO42,-0.41799765825271606,-0.42004111409187317,0.0020434558391571045,1,replogle_rpe1,200,gene_ontology - random
GEMIN4,0.7897874116897583,0.7816788554191589,0.008108556270599365,1,replogle_rpe1,200,gene_ontology - random
GFM1,0.1551394760608673,0.18295325338840485,-0.027813777327537537,1,replogle_rpe1,200,gene_ontology - random
GPS2,-0.05752784013748169,-0.042131002992391586,-0.015396837145090103,1,replogle_rpe1,200,gene_ontology - random
HAUS3,0.8731853365898132,0.8542156219482422,0.018969714641571045,1,replogle_rpe1,200,gene_ontology - random
HEATR1,0.8819554448127747,0.868561863899231,0.013393580913543701,1,replogle_rpe1,200,gene_ontology - random
KCNA10,0.30252406001091003,0.2893293499946594,0.01319471001625061,1,replogle_rpe1,200,gene_ontology - random
LIMS1,0.41399073600769043,0.3996222913265228,0.014368444681167603,1,replogle_rpe1,200,gene_ontology - random
LRRC37A3,-0.20238050818443298,-0.18205328285694122,-0.02032722532749176,1,replogle_rpe1,200,gene_ontology - random
MALSU1,0.0919969379901886,0.12827558815479279,-0.03627865016460419,1,replogle_rpe1,200,gene_ontology - random
MEN1,0.06548362970352173,0.05402952432632446,0.011454105377197266,1,replogle_rpe1,200,gene_ontology - random
METTL1,0.1353614628314972,0.14444608986377716,-0.009084627032279968,1,replogle_rpe1,200,gene_ontology - random
MRPS31,0.09213996678590775,0.13295793533325195,-0.04081796854734421,1,replogle_rpe1,200,gene_ontology - random
N6AMT1,0.3254612982273102,0.3234250545501709,0.0020362436771392822,1,replogle_rpe1,200,gene_ontology - random
NAA20,0.5388711094856262,0.5044754147529602,0.034395694732666016,1,replogle_rpe1,200,gene_ontology - random
NCOA4,0.14116701483726501,0.13613370060920715,0.005033314228057861,1,replogle_rpe1,200,gene_ontology - random
NDUFA4,-0.1701260805130005,-0.160854771733284,-0.009271308779716492,1,replogle_rpe1,200,gene_ontology - random
NDUFS5,0.0958266332745552,0.0931989848613739,0.002627648413181305,1,replogle_rpe1,200,gene_ontology - random
NOLC1,0.9130793809890747,0.8998757600784302,0.013203620910644531,1,replogle_rpe1,200,gene_ontology - random
NOMO3,0.8021104335784912,0.7828458547592163,0.019264578819274902,1,replogle_rpe1,200,gene_ontology - random
OVCA2,0.5383741855621338,0.5210967659950256,0.017277419567108154,1,replogle_rpe1,200,gene_ontology - random
PGAM5,-0.08033569902181625,-0.05827385559678078,-0.022061843425035477,1,replogle_rpe1,200,gene_ontology - random
POLR2D,0.5774312615394592,0.5612437129020691,0.016187548637390137,1,replogle_rpe1,200,gene_ontology - random
POLR3C,0.7707548141479492,0.7764427065849304,-0.005687892436981201,1,replogle_rpe1,200,gene_ontology - random
PPP1R2,0.7832715511322021,0.769048273563385,0.014223277568817139,1,replogle_rpe1,200,gene_ontology - random
PRC1,0.7856000661849976,0.8026735782623291,-0.017073512077331543,1,replogle_rpe1,200,gene_ontology - random
PSTK,0.8612583875656128,0.8505886793136597,0.010669708251953125,1,replogle_rpe1,200,gene_ontology - random
RRP12,0.9335626363754272,0.9150742292404175,0.018488407135009766,1,replogle_rpe1,200,gene_ontology - random
RUVBL2,0.8953044414520264,0.8810773491859436,0.014227092266082764,1,replogle_rpe1,200,gene_ontology - random
SERBP1,0.00800430215895176,0.015293940901756287,-0.007289638742804527,1,replogle_rpe1,200,gene_ontology - random
SETD5,0.7254003286361694,0.724056601524353,0.0013437271118164062,1,replogle_rpe1,200,gene_ontology - random
SRCAP,0.1184522807598114,0.1287756860256195,-0.010323405265808105,1,replogle_rpe1,200,gene_ontology - random
SRSF11,-0.054551735520362854,-0.03436993807554245,-0.020181797444820404,1,replogle_rpe1,200,gene_ontology - random
TAZ,0.5229187607765198,0.5297724008560181,-0.006853640079498291,1,replogle_rpe1,200,gene_ontology - random
TFAM,-0.06293892115354538,0.006370468996465206,-0.06930939015001059,1,replogle_rpe1,200,gene_ontology - random
TRMT112,0.9043475389480591,0.8822324872016907,0.022115051746368408,1,replogle_rpe1,200,gene_ontology - random
TRNT1,0.648442268371582,0.661169171333313,-0.012726902961730957,1,replogle_rpe1,200,gene_ontology - random
TSSK3,0.4019819498062134,0.3797413110733032,0.022240638732910156,1,replogle_rpe1,200,gene_ontology - random
TVP23C,-0.2799190878868103,-0.2666170001029968,-0.013302087783813477,1,replogle_rpe1,200,gene_ontology - random
VPS35,0.8817937970161438,0.8626195192337036,0.019174277782440186,1,replogle_rpe1,200,gene_ontology - random
WBP1,-0.34309667348861694,-0.3403966426849365,-0.00270003080368042,1,replogle_rpe1,200,gene_ontology - random
ACTB,-0.17832785844802856,-0.1620909422636032,-0.016236916184425354,2,replogle_rpe1,500,combined - no_graph
ADRM1,0.5801289677619934,0.5859288275241852,-0.0057998597621917725,2,replogle_rpe1,500,combined - no_graph
ALG2,0.7132466733455658,0.7016125321388245,0.011634141206741333,2,replogle_rpe1,500,combined - no_graph
CAMLG,0.3133266568183899,0.30565860867500305,0.007668048143386841,2,replogle_rpe1,500,combined - no_graph
CCDC6,-0.26312704384326935,-0.27707521617412567,0.013948172330856323,2,replogle_rpe1,500,combined - no_graph
CCDC78,0.1752171292901039,0.1710459589958191,0.0041711702942848206,2,replogle_rpe1,500,combined - no_graph
DDN,-0.20372895151376724,-0.20919103175401688,0.005462080240249634,2,replogle_rpe1,500,combined - no_graph
DDX46,0.8626298904418945,0.8647573590278625,-0.0021274685859680176,2,replogle_rpe1,500,combined - no_graph
EMC3,0.6501525044441223,0.661830723285675,-0.011678218841552734,2,replogle_rpe1,500,combined - no_graph
FBXO42,-0.36930061876773834,-0.3710726797580719,0.0017720609903335571,2,replogle_rpe1,500,combined - no_graph
GEMIN4,0.7879049777984619,0.7800827026367188,0.007822275161743164,2,replogle_rpe1,500,combined - no_graph
GFM1,0.18894489109516144,0.16476339101791382,0.02418150007724762,2,replogle_rpe1,500,combined - no_graph
GPS2,-0.0886295959353447,-0.08929283171892166,0.0006632357835769653,2,replogle_rpe1,500,combined - no_graph
