dataset,hvg,graph,seed,condition,pearson_r,spearman_rho,mse,jaccard,source_file
adamson,1000,gene_ontology,44,DDRGK1_pDS041,0.4802643656730652,0.5201127517591793,0.005057147238403559,0.05263157894736842,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,DERL2_pDS042,0.5603455305099487,0.5333681481695064,0.006069609895348549,0.08108108108108109,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,DNAJC19_pDS026,0.8807553052902222,0.7591887603484514,0.0461692288517952,0.3333333333333333,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,EIF2AK3_pBA572,0.4609101414680481,0.5524903840375095,0.01916116289794445,0.08108108108108109,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,EIF2B4_pDS491,0.8355729579925537,0.7112507901933439,0.017412949353456497,0.21212121212121213,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,GMPPB_pDS391,0.21260122954845428,0.29244069223249003,0.006980800535529852,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,GNPNAT1_pDS506,-0.16252955794334412,0.09232427014069934,0.008900278247892857,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,Gal4-4(mod)_pBA582,0.34820833802223206,0.4386061495541564,0.00550223421305418,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,HARS_pDS466,0.8055177927017212,0.7051833274943284,0.054815277457237244,0.3333333333333333,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,HSPA9_pDS088,0.8494580984115601,0.7947619404476584,0.11013945192098618,0.2903225806451613,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,HYOU1_pDS089,0.30342796444892883,0.4652049251172215,0.005841528531163931,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,IARS2_pDS090,0.8657582402229309,0.7743387924761049,0.05260562524199486,0.3793103448275862,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,IDH3A_pDS393,0.3142131268978119,0.36577024242452527,0.007995017804205418,0.1111111111111111,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,IER3IP1_pDS002,0.587993860244751,0.5999344463309073,0.00936221331357956,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,IER3IP1_pDS110,0.5082758665084839,0.519574386542467,0.008326279930770397,0.05263157894736842,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,KCTD16_pDS096,0.34428471326828003,0.45404142809453646,0.006010123994201422,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,MRGBP_pDS124,0.14309976994991302,0.31505615068536286,0.010499206371605396,0.14285714285714285,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,MTHFD1_pDS395,0.21237024664878845,0.29445958812716394,0.026267889887094498,0.08108108108108109,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,OST4_pDS353,0.4679320752620697,0.5124317194759859,0.004824001807719469,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,P4HB_pDS397,0.19870783388614655,0.4160314250085566,0.007803961634635925,0.08108108108108109,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,PDIA6_pDS029,0.10066390782594681,0.3582435103359665,0.012771236710250378,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,PSMD4_pDS488,0.19090129435062408,0.3601024007888528,0.05183260142803192,0.1111111111111111,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,QARS_pDS510,0.8703831434249878,0.7684984319973484,0.05375557765364647,0.48148148148148145,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,SAMM50_pDS156,0.7127820253372192,0.5691741958622621,0.009237919002771378,0.25,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,SEC61A1_pDS031,0.7342543601989746,0.6683958085358713,0.019311657175421715,0.14285714285714285,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,SEC61A1_pDS032,0.692512571811676,0.6477568242251291,0.02299235388636589,0.17647058823529413,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,SEC61B_pDS033,0.3879261016845703,0.4425143330478231,0.006090900395065546,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,SEC61B_pDS162,0.3346017599105835,0.36139377558249114,0.007392291910946369,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,SEL1L_pDS373,0.3318026661872864,0.43567488842943203,0.009124438278377056,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f30-40.json
adamson,1000,gene_ontology,44,SLC39A7_pDS219,0.33026012778282166,0.3367659759822332,0.007954321801662445,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,SLMO2_pDS433,0.8499680161476135,0.7313760422292475,0.02747918665409088,0.25,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,SOCS1_pDS479,0.4016183614730835,0.4753073378072338,0.008525362238287926,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,SPCS2_pDS401,0.41687819361686707,0.493435282080788,0.005615259055048227,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,SRPR_pDS482,-0.02761617675423622,0.1790550097983107,0.012549742124974728,0.05263157894736842,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,STT3A_pDS011,0.35474300384521484,0.461606935918532,0.006235137116163969,0.02564102564102564,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,TIMM23_pDS284,0.7224620580673218,0.5558841359137104,0.005887125618755817,0.25,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,gene_ontology,44,TMEM167A_pDS038,0.6305876970291138,0.7030856054558832,0.0072393352165818214,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,TTI2_pDS408,0.04456290975213051,0.32499922659918984,0.007872618734836578,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f40-50.json
adamson,1000,gene_ontology,44,UFL1_pDS410,0.4613937735557556,0.4276045562405268,0.0057624769397079945,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f20-30.json
adamson,1000,gene_ontology,44,UFM1_pDS040,0.4498586058616638,0.46866616397413746,0.0053225490264594555,0.0,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f10-20.json
adamson,1000,gene_ontology,44,YIPF5_pDS186,0.5190510749816895,0.5505672125563515,0.00836268812417984,0.05263157894736842,results_merged_3seed/hvg1000/adamson__gene_ontology__s44f0-10.json
adamson,1000,no_graph,42,AMIGO3_pDS434,0.3359113931655884,0.4103280571026625,0.006127260159701109,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,ARHGAP22_pDS458,0.4228472113609314,0.4276685009135839,0.008963607251644135,0.08108108108108109,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,ASCC3_pDS052,0.2786932587623596,0.40311855130566515,0.017810892313718796,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,ATP5B_pDS055,0.6118053197860718,0.43622200555598944,0.00867470446974039,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,CAD_pDS468,-0.06856400519609451,0.10858179970267126,0.042313430458307266,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,CARS_pDS460,0.8295402526855469,0.7352884607881734,0.12282957881689072,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,CCND3_pDS006,0.15575644373893738,0.2634362656618244,0.018063098192214966,0.1111111111111111,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,DAD1_pDS499,0.45977944135665894,0.5137633232129938,0.00573266064748168,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,DARS_pDS495,0.6735638976097107,0.5099107954459791,0.0092362891882658,0.17647058823529413,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,DDRGK1_pDS041,0.460532009601593,0.5141904199567034,0.005437408108264208,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,DERL2_pDS042,0.5909610986709595,0.5360106349150501,0.005751091055572033,0.08108108108108109,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,DNAJC19_pDS026,0.8460230827331543,0.6894083056597313,0.04713168740272522,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,EIF2AK3_pBA572,0.48213350772857666,0.54326936445687,0.018675263971090317,0.08108108108108109,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,EIF2B4_pDS491,0.7996228933334351,0.6335692053847743,0.01823076233267784,0.25,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,GMPPB_pDS391,0.16650162637233734,0.20988699522089324,0.007576952688395977,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,GNPNAT1_pDS506,-0.1767999231815338,0.045019733855977184,0.009384906850755215,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,Gal4-4(mod)_pBA582,0.38118618726730347,0.4351411818605008,0.00548210134729743,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,HARS_pDS466,0.78436279296875,0.626801224409299,0.055122409015893936,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,HSPA9_pDS088,0.8150035738945007,0.7317340096380516,0.11098985373973846,0.25,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,HYOU1_pDS089,0.2833198308944702,0.4257780013246822,0.006158442702144384,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,IARS2_pDS090,0.8284485340118408,0.7002228621355664,0.05334744229912758,0.2903225806451613,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,IDH3A_pDS393,0.31587934494018555,0.3270364337152923,0.008168090134859085,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,IER3IP1_pDS002,0.5687177181243896,0.5708309476558197,0.009753016754984856,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,IER3IP1_pDS110,0.47327691316604614,0.4971842944731179,0.009005116298794746,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,KCTD16_pDS096,0.354985773563385,0.4462811877522781,0.006136901676654816,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,MRGBP_pDS124,0.1437939703464508,0.2924391323720681,0.010742384009063244,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,MTHFD1_pDS395,0.21988454461097717,0.2609457186024622,0.026137128472328186,0.1111111111111111,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,OST4_pDS353,0.44280439615249634,0.46012230077257577,0.005294021684676409,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,P4HB_pDS397,0.19634191691875458,0.4093287820646185,0.008012753911316395,0.05263157894736842,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,PDIA6_pDS029,0.08800534158945084,0.3350528791973223,0.013166944496333599,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,PSMD4_pDS488,0.21349817514419556,0.34768129558521793,0.05114128068089485,0.1111111111111111,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,QARS_pDS510,0.8552674055099487,0.7119888664362662,0.05375606566667557,0.42857142857142855,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,SAMM50_pDS156,0.6597467660903931,0.49935924281118743,0.010294969193637371,0.2903225806451613,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,SEC61A1_pDS031,0.7075384855270386,0.5965021528188292,0.019850732758641243,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,SEC61A1_pDS032,0.6732195615768433,0.5799575669341318,0.023380959406495094,0.17647058823529413,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,SEC61B_pDS033,0.35015207529067993,0.3760636140120043,0.006663740612566471,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,SEC61B_pDS162,0.29804566502571106,0.3014049189145035,0.00796436332166195,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,SEL1L_pDS373,0.30663540959358215,0.41074430985343524,0.00972844660282135,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f30-40.json
adamson,1000,no_graph,42,SLC39A7_pDS219,0.310288667678833,0.3098071853250386,0.008440335281193256,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,SLMO2_pDS433,0.8127506375312805,0.6698289420661147,0.028212623670697212,0.2903225806451613,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,SOCS1_pDS479,0.37280768156051636,0.4256582801366023,0.009089645929634571,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,SPCS2_pDS401,0.41509371995925903,0.48348498559317543,0.005890996195375919,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,SRPR_pDS482,-0.026904994621872902,0.11294512772183558,0.012762960977852345,0.05263157894736842,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,STT3A_pDS011,0.346330463886261,0.4400910211762101,0.006500227842479944,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,TIMM23_pDS284,0.6816471815109253,0.4971077958474995,0.0065969377756118774,0.25,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,42,TMEM167A_pDS038,0.6068910956382751,0.6831216990963078,0.007675742264837027,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,TTI2_pDS408,0.03138924762606621,0.29481399296506505,0.00828747171908617,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f40-50.json
adamson,1000,no_graph,42,UFL1_pDS410,0.4305304288864136,0.42144204557885273,0.0062872725538909435,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f20-30.json
adamson,1000,no_graph,42,UFM1_pDS040,0.420166939496994,0.4678966271630457,0.005797960329800844,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s42f10-20.json
adamson,1000,no_graph,42,YIPF5_pDS186,0.4923204183578491,0.5229667690514773,0.008881130255758762,0.05263157894736842,results_merged_3seed/hvg1000/adamson__no_graph__s42f0-10.json
adamson,1000,no_graph,44,AMIGO3_pDS434,0.33529072999954224,0.4099762227244406,0.006180972326546907,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,ARHGAP22_pDS458,0.42271098494529724,0.42716888039148043,0.008946163579821587,0.08108108108108109,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,ASCC3_pDS052,0.27965471148490906,0.40484998514098497,0.017820781096816063,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,ATP5B_pDS055,0.6093406677246094,0.43670023007295017,0.008717386983335018,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,CAD_pDS468,-0.06847356259822845,0.10817156725797929,0.04232767969369888,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,CARS_pDS460,0.830238938331604,0.7349843324685346,0.12305935472249985,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,CCND3_pDS006,0.15574824810028076,0.26307245527836826,0.01804226264357567,0.1111111111111111,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,DAD1_pDS499,0.4592204988002777,0.5130770664793853,0.005707701202481985,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,DARS_pDS495,0.6741966009140015,0.5111476727496478,0.009223049506545067,0.17647058823529413,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,DDRGK1_pDS041,0.4604912996292114,0.5142344960031595,0.0054128882475197315,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,DERL2_pDS042,0.5922889113426208,0.5354392723214044,0.005704846233129501,0.08108108108108109,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,DNAJC19_pDS026,0.8430314064025879,0.6859372598450519,0.04727620631456375,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,EIF2AK3_pBA572,0.4831879436969757,0.544009111225467,0.018627837300300598,0.08108108108108109,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,EIF2B4_pDS491,0.7994018793106079,0.6337838616135979,0.018199807032942772,0.25,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,GMPPB_pDS391,0.1668761670589447,0.20990866724373555,0.007580517325550318,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,GNPNAT1_pDS506,-0.17637968063354492,0.044746565565599285,0.009326574392616749,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,Gal4-4(mod)_pBA582,0.3812853991985321,0.43543928017827366,0.005521485116332769,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,HARS_pDS466,0.785219669342041,0.6263983419822436,0.05520543456077576,0.3333333333333333,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,HSPA9_pDS088,0.8154861927032471,0.7330858890710438,0.11112295091152191,0.25,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,HYOU1_pDS089,0.2830931544303894,0.42523743675168374,0.006209235638380051,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,IARS2_pDS090,0.8273651599884033,0.7002940582108207,0.05362866073846817,0.2903225806451613,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,IDH3A_pDS393,0.3159468173980713,0.3278205325393802,0.008158048614859581,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,IER3IP1_pDS002,0.56996750831604,0.5723975973070684,0.009734091348946095,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,IER3IP1_pDS110,0.4730210602283478,0.49770478903264964,0.00898229144513607,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,KCTD16_pDS096,0.3553217947483063,0.4469875925116632,0.006128465756773949,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,MRGBP_pDS124,0.14406156539916992,0.29168723556377907,0.010697529651224613,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,MTHFD1_pDS395,0.2189367413520813,0.26126451094038206,0.0262126661837101,0.1111111111111111,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,OST4_pDS353,0.4442073106765747,0.46161563639135156,0.0052349260076880455,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,P4HB_pDS397,0.1963789463043213,0.40932370005935353,0.008061482571065426,0.05263157894736842,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,PDIA6_pDS029,0.08812983334064484,0.3350700752159627,0.013181664049625397,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,PSMD4_pDS488,0.2144380509853363,0.3481416940746215,0.05108754336833954,0.1111111111111111,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,QARS_pDS510,0.8557866811752319,0.7113606177740922,0.05386322736740112,0.42857142857142855,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,SAMM50_pDS156,0.6605253219604492,0.4995532590197549,0.010281668044626713,0.2903225806451613,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,SEC61A1_pDS031,0.7079933285713196,0.5970524314136804,0.019874954596161842,0.14285714285714285,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,SEC61A1_pDS032,0.6741790771484375,0.5805979236263574,0.02330433949828148,0.17647058823529413,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,SEC61B_pDS033,0.3491360545158386,0.3759467518870787,0.006632720585912466,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,SEC61B_pDS162,0.2962456941604614,0.30167622720697385,0.007969032041728497,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,SEL1L_pDS373,0.30733323097229004,0.4119755531659406,0.009684663265943527,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f30-40.json
adamson,1000,no_graph,44,SLC39A7_pDS219,0.30963748693466187,0.30945853695442543,0.008374722674489021,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,SLMO2_pDS433,0.8110778331756592,0.6694555496647178,0.028377749025821686,0.2903225806451613,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,SOCS1_pDS479,0.3715716004371643,0.42576412625102195,0.009072148241102695,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,SPCS2_pDS401,0.4151710271835327,0.48280783087945445,0.005837797187268734,0.02564102564102564,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,SRPR_pDS482,-0.02634836547076702,0.11584688079769385,0.012770853005349636,0.05263157894736842,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,STT3A_pDS011,0.3459435701370239,0.440491431599444,0.006512722000479698,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,TIMM23_pDS284,0.6798575520515442,0.4955290981267189,0.0066260769963264465,0.25,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,no_graph,44,TMEM167A_pDS038,0.604857325553894,0.6811890369317262,0.007717077154666185,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,TTI2_pDS408,0.031783051788806915,0.294577082716783,0.00825037993490696,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f40-50.json
adamson,1000,no_graph,44,UFL1_pDS410,0.431387722492218,0.42229999850629985,0.006267230026423931,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f20-30.json
adamson,1000,no_graph,44,UFM1_pDS040,0.4202578663825989,0.4679732532438095,0.005764010362327099,0.0,results_merged_3seed/hvg1000/adamson__no_graph__s44f10-20.json
adamson,1000,no_graph,44,YIPF5_pDS186,0.48974302411079407,0.5216085775995707,0.008920918218791485,0.05263157894736842,results_merged_3seed/hvg1000/adamson__no_graph__s44f0-10.json
adamson,1000,random,42,AMIGO3_pDS434,0.35519930720329285,0.43750668231968476,0.005446438677608967,0.0,results_merged_3seed/hvg1000/adamson__random__s42f10-20.json
adamson,1000,random,42,ARHGAP22_pDS458,0.4044603705406189,0.4471495972713296,0.00937687885016203,0.05263157894736842,results_merged_3seed/hvg1000/adamson__random__s42f20-30.json
adamson,1000,random,42,ASCC3_pDS052,0.31630051136016846,0.452195831327582,0.0165180042386055,0.02564102564102564,results_merged_3seed/hvg1000/adamson__random__s42f10-20.json
adamson,1000,random,42,ATP5B_pDS055,0.6591940522193909,0.49704764130850193,0.007787324953824282,0.25,results_merged_3seed/hvg1000/adamson__random__s42f30-40.json
adamson,1000,random,42,CAD_pDS468,-0.07712258398532867,0.1264289630489964,0.04270320013165474,0.14285714285714285,results_merged_3seed/hvg1000/adamson__random__s42f40-50.json
adamson,1000,random,42,CARS_pDS460,0.8522714376449585,0.7922602066654783,0.12195716053247452,0.2903225806451613,results_merged_3seed/hvg1000/adamson__random__s42f30-40.json
adamson,1000,random,42,CCND3_pDS006,0.11865726858377457,0.27598365888677684,0.018685316666960716,0.1111111111111111,results_merged_3seed/hvg1000/adamson__random__s42f30-40.json
adamson,1000,random,42,DAD1_pDS499,0.4722064435482025,0.5427789582307077,0.006297924090176821,0.0,results_merged_3seed/hvg1000/adamson__random__s42f0-10.json
adamson,1000,random,42,DARS_pDS495,0.7051092386245728,0.5572422413333232,0.008716102689504623,0.21212121212121213,results_merged_3seed/hvg1000/adamson__random__s42f10-20.json
